cites_id;species_kingdom;species_class;species_family;name;sub_species;scientific_name;cites_status;countries
21721;Plantae;Orchidaceae;subluteum;(Rupp) Garay;SPECIES;II;Orchidaceae spp.;
28324;Plantae;Orchidaceae;globosa;(L.) Rchb.;SPECIES;II;Orchidaceae spp.;
21718;Plantae;Orchidaceae;ecuadorensis;Rolfe;SPECIES;II;Orchidaceae spp.;
18452;Plantae;Orchidaceae;zahlbruckneriana;(Schltr.) Garay;SPECIES;II;Orchidaceae spp.;
27467;Plantae;Orchidaceae;trichaete;(Reichb.f.) Luer;SPECIES;II;Orchidaceae spp.;
28258;Plantae;Orchidaceae;antheae;J.J.Verm. & A.L.Lamb;SPECIES;II;Orchidaceae spp.;
26415;Plantae;Orchidaceae;bonaccordensis;C.Sathish Kumar;SPECIES;II;Orchidaceae spp.;
29464;Plantae;Orchidaceae;cambodiana;Christenson;SPECIES;II;Orchidaceae spp.;
25820;Plantae;Orchidaceae;disciflora;(Rolfe) Rolfe;SPECIES;II;Orchidaceae spp.;
16245;Plantae;Orchidaceae;intermedia;Seidenf. & Smitinand;SPECIES;II;Orchidaceae spp.;
22613;Plantae;Orchidaceae;mollis;Seidenf.;SPECIES;II;Orchidaceae spp.;
26161;Plantae;Orchidaceae;nana;Seidenf.;SPECIES;II;Orchidaceae spp.;
23350;Plantae;Orchidaceae;nasuta;(Rchb.f.) Stapf.;SPECIES;II;Orchidaceae spp.;
28552;Plantae;Orchidaceae;oblonga;Lindl.;SPECIES;II;Orchidaceae spp.;
19986;Plantae;Orchidaceae;picta;(C.S.P.Parish & Rchb.f.) C.S.P.Parish ex Hemsl.;SPECIES;II;Orchidaceae spp.;
13713;Plantae;Orchidaceae;pusilla;J.Deka & H.Deka;SPECIES;II;Orchidaceae spp.;
15541;Plantae;Orchidaceae;rosea;(Ridl.) Seidenf.;SPECIES;II;Orchidaceae spp.;
19312;Plantae;Orchidaceae;stocksii;Benth. ex Hook.f.;SPECIES;II;Orchidaceae spp.;
21139;Plantae;Orchidaceae;tothastes;(J.J.Verm.) J.J.Wood;SPECIES;II;Orchidaceae spp.;
27631;Plantae;Orchidaceae;aguirrei;(Königer) M.W.Chase & N.H.Williams 2001;SPECIES;II;Orchidaceae spp.;
17016;Plantae;Orchidaceae;albiflorum;Rolfe;SPECIES;II;Orchidaceae spp.;
22748;Plantae;Orchidaceae;ascendens;(Lindl.) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
23182;Plantae;Orchidaceae;brandtiae;Kraenzl.;SPECIES;II;Orchidaceae spp.;
22806;Plantae;Orchidaceae;brenesii;Schltr.;SPECIES;II;Orchidaceae spp.;
24940;Plantae;Orchidaceae;caloceras;Endres & Reichb.f.;SPECIES;II;Orchidaceae spp.;
18098;Plantae;Orchidaceae;candidum;Lindley;SPECIES;II;Orchidaceae spp.;
67910;Plantae;Orchidaceae;cosymbephorum;(C.Morren) R.Jiménez & Carnevali;SPECIES;II;Orchidaceae spp.;
21796;Plantae;Orchidaceae;dianthum;Pupulin & Mora-Retana;SPECIES;II;Orchidaceae spp.;
21448;Plantae;Orchidaceae;hoegii;Reichb.f.;SPECIES;II;Orchidaceae spp.;
66586;Plantae;Orchidaceae;longicalcaratum;Rolfe;SPECIES;II;Orchidaceae spp.;
67911;Plantae;Orchidaceae;margalefii;(Hágsater) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
19280;Plantae;Orchidaceae;marvraganii;(Lükel) M.W.Chase & N.H.Williams 2001;SPECIES;II;Orchidaceae spp.;
66837;Plantae;Orchidaceae;nudum;(Bateman ex Lindl.) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
20357;Plantae;Orchidaceae;ostenianum;(Schltr.) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
20158;Plantae;Orchidaceae;pfavii;Reichb.f.;SPECIES;II;Orchidaceae spp.;
21109;Plantae;Orchidaceae;pongratzianum;(Königer) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
18154;Plantae;Orchidaceae;stacyi;(Garay) M.W.Chase & N.H.Williams;SPECIES;II;Orchidaceae spp.;
29507;Plantae;Orchidaceae;stipitatum;(Lindl.) M.W.Chase & N.H.Williams 2001;SPECIES;II;Orchidaceae spp.;
28701;Plantae;Orchidaceae;teres;(Ames & C. Schweinf.) M.W. Chase & N.H. Williams;SPECIES;II;Orchidaceae spp.;
29004;Plantae;Orchidaceae;tigrinum;Linden & Reichb. f.;SPECIES;II;Orchidaceae spp.;
13908;Plantae;Orchidaceae;antennifer;(Humb. & Bonpl.) Humb., Bonpl. & Kunth 1816;SPECIES;II;Orchidaceae spp.;
26233;Plantae;Orchidaceae;carinifer;Schltr.;SPECIES;II;Orchidaceae spp.;
13829;Plantae;Orchidaceae;dombeyi;D.E.Benn. & Christenson (2001);SPECIES;II;Orchidaceae spp.;
18296;Plantae;Orchidaceae;hajekiorum;D.E.Benn. & Christenson (2001);SPECIES;II;Orchidaceae spp.;
18755;Plantae;Orchidaceae;muralis;Lindl. 1933;SPECIES;II;Orchidaceae spp.;
20059;Plantae;Orchidaceae;onaensis;Christenson (2001);SPECIES;II;Orchidaceae spp.;
14230;Plantae;Orchidaceae;platyceros;Rchb.f.;SPECIES;II;Orchidaceae spp.;
21446;Plantae;Orchidaceae;roseus;Christenson (2001);SPECIES;II;Orchidaceae spp.;
28316;Plantae;Orchidaceae;tupaipi;Rchb.f. 1867;SPECIES;II;Orchidaceae spp.;
27927;Plantae;Orchidaceae;appendiculifera;Holttum;SPECIES;II;Orchidaceae spp.;
27487;Plantae;Orchidaceae;australiensis;Dockr.;SPECIES;II;Orchidaceae spp.;
66773;Plantae;Orchidaceae;calochila;L.O.Williams;SPECIES;II;Orchidaceae spp.;
23988;Plantae;Orchidaceae;celebica;Rolfe;SPECIES;II;Orchidaceae spp.;
67701;Plantae;Orchidaceae;chrysochila;(Kraenzl.) Ormerod & Cootes;SPECIES;II;Orchidaceae spp.;
14998;Plantae;Orchidaceae;cirrhifera;Teijsm. & Binnend.;SPECIES;II;Orchidaceae spp.;
22023;Plantae;Orchidaceae;fasciata;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
21641;Plantae;Orchidaceae;javanica;J.J. Smith;SPECIES;II;Orchidaceae spp.;
18345;Plantae;Orchidaceae;lanceolaria;Blume;SPECIES;II;Orchidaceae spp.;
66774;Plantae;Orchidaceae;latisepala;Ames;SPECIES;II;Orchidaceae spp.;
21979;Plantae;Orchidaceae;loheriana;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
23159;Plantae;Orchidaceae;lushuensis;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
20623;Plantae;Orchidaceae;luzonensis;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
22463;Plantae;Orchidaceae;maculata;(J.J. Smith) J.J. Smith;SPECIES;II;Orchidaceae spp.;
67702;Plantae;Orchidaceae;mimica;L.O.Williams;SPECIES;II;Orchidaceae spp.;
67722;Plantae;Orchidaceae;mindanaensis;;SPECIES;II;Orchidaceae spp.;
29320;Plantae;Orchidaceae;misera;(Ridley) Holttum;SPECIES;II;Orchidaceae spp.;
15057;Plantae;Orchidaceae;orchidea;(Koenig) Garay;SPECIES;II;Orchidaceae spp.;
18599;Plantae;Orchidaceae;pusilla;(Teijsm. & Binnend.) Reichb.f.;SPECIES;II;Orchidaceae spp.;
17627;Plantae;Orchidaceae;retusa;Blume;SPECIES;II;Orchidaceae spp.;
25660;Plantae;Orchidaceae;rigida;Blume;SPECIES;II;Orchidaceae spp.;
19818;Plantae;Orchidaceae;scaphigera;Ridley;SPECIES;II;Orchidaceae spp.;
22903;Plantae;Orchidaceae;tricostata;J.J. Smith;SPECIES;II;Orchidaceae spp.;
16718;Plantae;Orchidaceae;wenzelii;Ames;SPECIES;II;Orchidaceae spp.;
23896;Plantae;Orchidaceae;aenigma;Garay 1996;SPECIES;II;Orchidaceae spp.;
14633;Plantae;Orchidaceae;backhousiana;Rchb.f.;SPECIES;II;Orchidaceae spp.;
24989;Plantae;Orchidaceae;concepcionis;Kraenzl.;SPECIES;II;Orchidaceae spp.;
14444;Plantae;Orchidaceae;fragrans;(Lindl.) Rchb.f. 1858;SPECIES;II;Orchidaceae spp.;
27104;Plantae;Orchidaceae;galeottiana;A.Rich. 1845;SPECIES;II;Orchidaceae spp.;
20392;Plantae;Orchidaceae;gracilis;C.Schweinf. 1952;SPECIES;II;Orchidaceae spp.;
28931;Plantae;Orchidaceae;grata;Rchb.f. 1868;SPECIES;II;Orchidaceae spp.;
14039;Plantae;Orchidaceae;hennisiana;Kraenzl.;SPECIES;II;Orchidaceae spp.;
18930;Plantae;Orchidaceae;juninensis;C.Schweinf.;SPECIES;II;Orchidaceae spp.;
21363;Plantae;Orchidaceae;laxa;(Lindl.) Rchb.f. 1858;SPECIES;II;Orchidaceae spp.;
27389;Plantae;Orchidaceae;leucoxantha;L.O. Williams;SPECIES;II;Orchidaceae spp.;
25760;Plantae;Orchidaceae;maculata;Rchb.f. 1855;SPECIES;II;Orchidaceae spp.;
27552;Plantae;Orchidaceae;marginata;Henfr. 1851;SPECIES;II;Orchidaceae spp.;
19908;Plantae;Orchidaceae;oicophylax;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
20838;Plantae;Orchidaceae;olmosii;Dressler (2001);SPECIES;II;Orchidaceae spp.;
14620;Plantae;Orchidaceae;peruviana;Kraenzl. 1915;SPECIES;II;Orchidaceae spp.;
15432;Plantae;Orchidaceae;punctata;Rolfe 1890;SPECIES;II;Orchidaceae spp.;
20608;Plantae;Orchidaceae;ramonensis;J.García & Mora-Ret. ex C.O.Morales;SPECIES;II;Orchidaceae spp.;
25174;Plantae;Orchidaceae;rostrata;Rchb.f. 1872;SPECIES;II;Orchidaceae spp.;
22622;Plantae;Orchidaceae;santoslimae;Brade 1943;SPECIES;II;Orchidaceae spp.;
18116;Plantae;Orchidaceae;similis;Dressler (2001);SPECIES;II;Orchidaceae spp.;
18602;Plantae;Orchidaceae;suavis;Lindley & Paxt. 1850-51;SPECIES;II;Orchidaceae spp.;
14424;Plantae;Orchidaceae;tortilis;Lindl. 1836;SPECIES;II;Orchidaceae spp.;
24448;Plantae;Orchidaceae;turialvae;Rchb.f. 1863;SPECIES;II;Orchidaceae spp.;
26333;Plantae;Orchidaceae;undulatissima;D.E.Benn. & Christenson 1998;SPECIES;II;Orchidaceae spp.;
16725;Plantae;Orchidaceae;wageneri;(Rchb.f.) Rchb.f. 1858;SPECIES;II;Orchidaceae spp.;
20057;Plantae;Orchidaceae;nageliana;Soto Arenas;SPECIES;II;Orchidaceae spp.;
20213;Plantae;Orchidaceae;orbicularis;(Lindley) Luer;SPECIES;II;Orchidaceae spp.;
14821;Plantae;Orchidaceae;pringlei;(Schltr.) Luer;SPECIES;II;Orchidaceae spp.;
23473;Plantae;Orchidaceae;tamayoana;Soto Arenas;SPECIES;II;Orchidaceae spp.;
29075;Plantae;Orchidaceae;annulata;Blume;SPECIES;II;Orchidaceae spp.;
25961;Plantae;Orchidaceae;dalatensis;(Gagnep.) Seidenf.;SPECIES;II;Orchidaceae spp.;
17613;Plantae;Orchidaceae;ferox;Blume;SPECIES;II;Orchidaceae spp.;
21247;Plantae;Orchidaceae;gracilis;(Hook.f.) Kraenzl. in H.G.A.Engler;SPECIES;II;Orchidaceae spp.;
16618;Plantae;Orchidaceae;microphylla;Blume;SPECIES;II;Orchidaceae spp.;
23518;Plantae;Orchidaceae;pauciflora;Blume;SPECIES;II;Orchidaceae spp.;
29409;Plantae;Orchidaceae;velutina;(Lodd. ex Lindl.) Kraenzl. in H.G.A.Engler;SPECIES;II;Orchidaceae spp.;
17558;Plantae;Orchidaceae;vestita;(Wall. ex Lindl.) Kraenzl. in H.G.A.Engler;SPECIES;II;Orchidaceae spp.;
66775;Plantae;Orchidaceae;vulpina;(Rchb.f.) Kraenzl. in H.G.A.Engler (ed.);SPECIES;II;Orchidaceae spp.;
20064;Plantae;Orchidaceae;anthomaniaca;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
26667;Plantae;Orchidaceae;armeniaca;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
16273;Plantae;Orchidaceae;bicaudata;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
19712;Plantae;Orchidaceae;brevicalcarata;Summerh.;SPECIES;II;Orchidaceae spp.;
29012;Plantae;Orchidaceae;crassifolia;Summerh.;SPECIES;II;Orchidaceae spp.;
26048;Plantae;Orchidaceae;fimbritipetalum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
19306;Plantae;Orchidaceae;gentilii;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
14663;Plantae;Orchidaceae;inaequilonga;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
15830;Plantae;Orchidaceae;lagosensis;(Rolfe) Schltr.;SPECIES;II;Orchidaceae spp.;
20885;Plantae;Orchidaceae;laurentii;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
25030;Plantae;Orchidaceae;muriculata;(Rendle) Schltr.;SPECIES;II;Orchidaceae spp.;
22027;Plantae;Orchidaceae;muriculatum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
13818;Plantae;Orchidaceae;nalaensis;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
