,attributai,b_cert_af,b_cert_leg,b_cert_tra,created_date,created_user,d_cert_af,d_cert_leg,d_cert_tra,date_amgt,date_attr,date_con_d,date_con_p,desc_type,exploitant,globalid,last_edited_date,last_edited_user,nom_conces,objectid,s_cert_af,statu_amgt,statu_attr,statu_conv,sup_adm_ha,t_cert_af,t_cert_leg,t_cert_tra,type_
90,,,,RA&BV,1509528188000,KENDY,,1399420800000.0,,1279670400000.0,1164758400000.0,,1164758400000.0,Concession Forestière,,{389CE457-0E78-4915-A275-EB5010AD446B},1527776914000,KENDIE,1065,737,,amenge,attribue,provisoire,50752.0,,OLB,,4110110
91,SCIEB,,,BV,1509528188000,KENDY,,1250812800000.0,1258588800000.0,1318032000000.0,1322784000000.0,,971136000000.0,Concession Forestière,CUF,{DD631655-CC15-4EE1-8DCD-D55CFF0275B7},1527776372000,KENDIE,1037,705,,amenge,attribue,provisoire,76002.0,,OLB,BV-CW,4110110
92,SOCIB,,,,1509528188000,KENDY,,,,1277510400000.0,1134518400000.0,,1134518400000.0,Concession Forestière,SOCIB,{5BBC3578-AB76-4B1D-B119-5B3258795540},1527777237000,KENDIE,1073,735,,amenge,attribue,provisoire,89017.0,,,,4110110
93,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{1E522745-2CD0-4CA4-BC7D-7028C6002F77},1528710880000,KENDIE,1501,753,,amenge,attribue,,,,,,4110110
94,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{E538AD2B-BCD0-4B75-8CBD-929017FC5B2D},1528710931000,KENDIE,1495 ,749,,amenge,attribue,,,,,,4110110
95,,,,,1509528188000,KENDY,,,,1325376000000.0,1284681600000.0,1284681600000.0,,Concession Forestière,,{0BB40349-CA74-493A-A01E-00417C69A994},1528710445000,KENDIE,1484,748,,amenge,attribue,,36507.0,,,,4110110
96,,,,,1509528188000,KENDY,,,,1154390400000.0,1115769600000.0,1115769600000.0,,Concession Forestière,,{044FC48C-3C8E-4506-8E83-3501CFC4837C},1528710363000,KENDIE,1478,747,,amenge,attribue,,22206.0,,,,4110110
97,,,,,1509528188000,KENDY,,,,1279670400000.0,1159920000000.0,1159920000000.0,,Concession Forestière,,{6C5DA4D5-59C4-42FB-A1EB-808087567766},1528710387000,KENDIE,1480,719,,amenge,attribue,,16864.0,,,,4110110
98,,,,,1509528188000,KENDY,,,,1388534400000.0,1309046400000.0,1309046400000.0,,Concession Forestière,,{7DD7DC76-3C6A-4247-B3EB-6A4153ADE632},1528710498000,KENDIE,1486,716,,amenge,attribue,,20000.0,,,,4110110
99,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{5160DD43-D887-42B5-989B-6827EBE53FD0},1528710916000,KENDIE,1497,714,,amenge,attribue,,,,,,4110110
100,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{9CABC7E6-EB69-4DCD-9712-5B3FC3DE4D04},1528710927000,KENDIE,1496,698,,amenge,attribue,,,,,,4110110
101,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{D3B23FBE-97C5-4630-905A-F878A31D6BB3},1528710938000,KENDIE,1494,695,,amenge,attribue,,,,,,4110110
102,,,,,1509528188000,KENDY,,,,1318896000000.0,1258329600000.0,1258329600000.0,,Concession Forestière,,{31CCAA59-F146-47C4-A512-B83DCB9734CB},1528710413000,KENDIE,1482,694,,amenge,attribue,,20000.0,,,,4110110
103,SFB,,,,1509528188000,KENDY,,,,1074211200000.0,878342400000.0,,890956800000.0,Concession Forestière,,{DB53C677-8AB0-4775-9B5D-6EB0304F10C1},1528709560000,KENDIE,1002,673,,amenge,attribue,provisoire,51450.0,,,,4110110
104,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{FD2F5C87-4BDF-40E2-83CE-1EAADE73C290},1528710885000,KENDIE,1500,672,,amenge,attribue,,,,,,4110110
105,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{BD0F6021-2717-4A9D-A23A-EF22E1537E6A},1528710943000,KENDIE,1493,665,,amenge,attribue,,14671.0,,,,4110110
106,SFF,,,,1509528188000,KENDY,,,,1103846400000.0,1073088000000.0,,892598400000.0,Concession Forestière,,{363CEFD4-536A-4835-817F-62417BF559BF},1528709552000,KENDIE,1001,661,,amenge,attribue,provisoire,59238.0,,,,4110110
107,,,,,1509528188000,KENDY,,,,1439424000000.0,1424217600000.0,1424217600000.0,,Concession Forestière,,{3C22EA0B-84F6-44F1-ADCB-51AF325910E8},1528710504000,KENDIE,1487,658,,amenge,attribue,,45895.0,,,,4110110
108,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{3EC7B9B6-D4D0-4EEC-B89E-396699AA4754},1528710680000,KENDIE,1489,653,,amenge,attribue,,45359.0,,,,4110110
109,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{09221811-1C32-4FB8-B312-A92B8F4BC503},1528710890000,KENDIE,1499,649,,amenge,attribue,,,,,,4110110
110,,,,,1509528188000,KENDY,,,,1318896000000.0,1258329600000.0,1258329600000.0,,Concession Forestière,,{94A37EFA-D7A3-43A8-AFC8-6A1D61AE0835},1528710433000,KENDIE,1483,646,,amenge,attribue,,41087.0,,,,4110110
111,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{26C23C79-BB1C-4B61-9AC9-3DEB52AAC52B},1528710906000,KENDIE,1498,641,,amenge,attribue,,,,,,4110110
112,,,,,1509528188000,KENDY,,,,1141171200000.0,992390400000.0,992390400000.0,,Concession Forestière,,{8D482E9B-5D71-479D-A603-62296D911FDC},1528710771000,KENDIE,388,638,,revise,attribue,definitive,16240.0,,,,4110110
113,,,,,1509528188000,KENDY,,,,1136073600000.0,1115769600000.0,1115769600000.0,,Concession Forestière,,{7B4D8607-7A89-491D-A787-4CFC525C0A8F},1528710332000,KENDIE,1475,636,,amenge,attribue,,42612.0,,,,4110110
114,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{518A9532-8162-43C6-A2F8-1BA94766F7B0},1528710875000,KENDIE,1502,631,,amenge,attribue,,,,,,4110110
115,,,,,1509528188000,KENDY,,,,1102809600000.0,878342400000.0,,890956800000.0,Concession Forestière,EFJK,{A915A91F-9B88-473E-8783-210B21AF04E5},1528708557000,CARTO,1017,731,,amenge,attribue,provisoire,88050.0,,,,4110110
116,,,,,1509528188000,KENDY,,,,1230076800000.0,1400630400000.0,,890956800000.0,Concession Forestière,,{7B360D38-9AAB-41FF-B159-62D1F5AC2C59},1528708596000,CARTO,1020,721,,amenge,attribue,provisoire,45210.0,,,,4110110
117,,,,RA,1509528188000,KENDY,,1365379200000.0,,1406937600000.0,890956800000.0,1284336000000.0,890956800000.0,Concession Forestière,,{77300EF4-2CD1-4F1F-9631-2F224933832E},1528708575000,CARTO,1018,663,,revise,attribue,definitive,66183.0,,VLC,,4110110
118,,,,,1509528188000,KENDY,,,,1103846400000.0,962409600000.0,,974937600000.0,Concession Forestière,,{E2E1A6A3-2225-4518-8E24-0ED4F65772C3},1528708622000,CARTO,1031,655,,amenge,attribue,provisoire,49640.0,,,,4110110
119,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{2BF55C48-FE58-48B2-877F-0526D19FFD2C},1528710954000,KENDIE,1491,739,,amenge,attribue,,33721.0,,,,4110110
120,,,,,1509528188000,KENDY,,,,1238544000000.0,1160784000000.0,1160784000000.0,,Concession Forestière,,{DDF2CE9B-7193-49CE-9D04-9BF018B122EC},1528710346000,KENDIE,1476,738,,amenge,attribue,,34199.0,,,,4110110
121,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,,{6B9B3840-3892-46E7-BD9B-F9D8AB644573},1528710950000,KENDIE,1492,725,,amenge,attribue,,39507.0,,,,4110110
122,,,,,1509528188000,KENDY,,,,1439424000000.0,,,,Concession Forestière,COMMUNE DE DOUMAINTANG,{F0DBF7EB-D1AB-4C0C-BB8F-A9824E92B2AC},1529570542000,CMR,1490,743,,amenge,attribue,,34718.0,,,,4110110
123,,,,,1509528188000,KENDY,,,,,,,,Concession Forestière,CBD,{3C81DBF3-B926-4956-9F79-47CEFCFFD8EC},1529570569000,CMR,1488,659,,amenge,attribue,,,,,,4110110
124,,,,,1509528188000,KENDY,,,,1318896000000.0,1284681600000.0,1284681600000.0,,Concession Forestière,CR DZENG,{D0E78A64-68AF-4A89-A6B7-57EC5EA67F70},1529570582000,CMR,1481,671,,amenge,attribue,definitive,21212.0,,,,4110110
125,,,,,1509528188000,KENDY,,,,1230768000000.0,969235200000.0,969235200000.0,,Concession Forestière,CR DJOUM,{8435B80A-19A8-4001-9EFA-CAA371732124},1529570587000,CMR,1479,674,,amenge,attribue,definitive,15000.0,,,,4110110
126,,,,,1509528188000,KENDY,,,,1439424000000.0,1284681600000.0,1284681600000.0,,Concession Forestière,FC AKOM2/ EFOU,{C2C9011F-6108-4BC6-AE3E-B1CBC938B5C3},1529570595000,CMR,1485,741,,amenge,attribue,definitive,17226.0,,,,4110110
