,ESRI_OID,att_name,attachmentid,auteur,content_type,data_size,date_doc,desc_type,doc_ref,doc_titre,globalid,nom_conces,nom_foret,type_,url
114,115,FC_Ngaoundal_DC_2016.pdf,5,,application/pdf,16878132,,,,,{C724F5F1-8B96-4885-8DF4-A3ADCEA1AD7F},,NGAOUNDAL,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/911/attachments/5
115,116,UFA10002_PGQ_2008.pdf,4990,,application/pdf,4220994,,,,,{E08062AA-A022-4172-B916-61588A9C5930},1025,10-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/887/attachments/4990
116,117,UFA08004_APROPA.pdf,5954,,application/pdf,477921,,,,,{E2C5462B-2F93-40C9-B3B6-A7A04F0FE5B7},1017,08-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/908/attachments/5954
117,118,attribution.pdf,4623,,application/pdf,38695,,,,,{60598F6B-F2C5-42A2-959D-1A06F495CA16},1020,08-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/800/attachments/4623
118,119,FC_DJOUM_AMS.pdf,5258,,application/pdf,203169,,,,,{D00832F0-1F99-4BB7-BBB6-B066840D8699},1479,DJOUM,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/915/attachments/5258
119,120,Fcom_ESSOUOM DE DJOKNEPOUM_AMS_30032013.pdf,439,,application/pdf,691053,,,,,{FC619181-D186-4E31-B58A-25DE1F201B6B},,10-03-610,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2653/attachments/439
120,121,UFA11003_Demande_CODEF.pdf,5399,,application/pdf,468318,,,,,{09958FD5-6BA8-4F19-AB47-B6B1334A0FBB},1089,11-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/829/attachments/5399
121,122,Attestation de conformité du rapport del'inv d'AME UFA 11005 CAFECO.pdf,5237,,application/pdf,32618,,,,,{9EBC25FF-4291-4AB1-9A28-AC01E054B943},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5237
122,123,CP_adecoman_2016.pdf,12,,application/pdf,1741561,,,,,{9F04D8C9-508E-4917-9FC3-5AC72FE6C650},,10-02-640,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2233/attachments/12
123,124,UFA09008_attestation de mesure de superficie.pdf,5078,,application/pdf,256983,,,,,{43058CFB-4EEB-4E2B-AFDE-273433F57135},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/5078
124,125,UFA08004_ROI_2004.pdf,5905,,application/pdf,86351,,,,,{63ECB888-E914-4ABA-9660-746FAEE7454C},1017,08-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/908/attachments/5905
125,126,VC 09 04 402 BOIS CAM.pdf,3637,,application/pdf,7114115,,,,,{563943F8-2248-4AEE-8CF1-FA3D4ACAAE23},,0904402,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/828/attachments/3637
126,127,UFA09003_09004a_09005a_09005b_APROPA.pdf,4719,,application/pdf,68169,,,,,{36B3A06B-5F1C-4EB1-8880-C77709E4462D},1034,09-005B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/879/attachments/4719
127,128,Fcom_KOMBO-TANA_AMS_21112013.pdf,402,,application/pdf,609364,,,,,{347BFEC7-87CD-45A8-82A6-C33F597C3589},,10-04-576,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2652/attachments/402
128,129,Fcom_ZANGANA-FO_AMS_21112015.pdf,403,,application/pdf,633345,,,,,{E7FCB552-96A0-4AAD-B7FA-67B79A9EC225},,10-04-575,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2646/attachments/403
129,130,PA10030_10031_Révision_271115 Validation PALLISCO.pdf,6868,,application/pdf,7366501,,,,,{8810DF2E-81B1-46C4-8398-86A1A2A5914E},1054,10-030,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/785/attachments/6868
130,131,UFA11003_11004_PA_2009.pdf,5495,,application/pdf,6294847,,,,,{2FBC8A7F-42C2-4A62-8432-E33B9278AEDA},1089,11-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/829/attachments/5495
131,132,UFA10048_CC.pdf,5459,,application/pdf,1513855,,,,,{5211282E-F7F8-4A89-845F-30DA714AE5DD},1084,10-048,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/844/attachments/5459
132,133,CP_fc Mindif_2014.pdf,904,,application/pdf,503358,,,,,{77D0DE8C-CCEA-4806-9601-C5FFACC09602},,553,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1614/attachments/904
133,134,UFA11002_AGPF.pdf,5298,,application/pdf,453140,,,,,{820D1C50-C3C7-4065-BC08-4D02F7F236DE},1068,11-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/834/attachments/5298
134,135,UFA10009_ACOPROV.pdf,4944,,application/pdf,349072,,,,,{FAC5891E-4797-4B4D-91F8-2B0A9D7B955F},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/4944
135,136,Fcom_MANGBETE_AMS_17022016.pdf,824,,application/pdf,731549,,,,,{9E046D7C-A9B1-48DC-94DE-CA9753AB8B79},,10-04-664,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3039/attachments/824
136,137,UFA10041_CC_COPROV.pdf,4912,,application/pdf,2874377,,,,,{9C1AAACA-2553-4FC4-84E4-243E46F9E775},1019,10-041,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/783/attachments/4912
137,138,VC_09 03 355_2015.pdf,419,,application/pdf,20001744,,,,,{21BFE1FB-47ED-4DC7-BA0A-B75B3D1352EE},,0903355,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/807/attachments/419
138,139,UFA10035_CEQTB.pdf,5231,,application/pdf,553689,,,,,{67EAEA0E-1837-4910-B66D-69451011C8A5},1102,10-035,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/876/attachments/5231
139,140,UFA09024_RIE_2005.pdf,6014,,application/pdf,382233,,,,,{6F224B7F-C99C-4FC1-A35B-E5C4C5379310},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/6014
140,141,UFA10004_APROPA_2010.pdf,4860,,application/pdf,702241,,,,,{DDCE632E-28CA-4477-84CE-8797FAB8DCDF},1025,10-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/881/attachments/4860
141,142,UFA09017_DECLA_2006.pdf,5968,,application/pdf,114086,,,,,{3131F9C3-0D03-4EF2-8F6E-E78C9B4981E0},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5968
142,143,VC_0703305.pdf,2818,,Unknown,1676806,,,,,{C6A97196-152E-47E6-BE9C-DF15B2B6CCC6},,0703305,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/2954/attachments/2818
143,144,UFA09021_PGQ_2005.pdf,4797,,application/pdf,2042701,,,,,{4D307CF4-9F1A-4E99-B9E8-80BF293A935C},1006,09-021,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/818/attachments/4797
144,145,UFA_09-005b_PA_2007.pdf,1213,,application/pdf,24737116,,,,,{33662E0C-D9E2-4367-ACD5-A107D4CE1A68},1034,09-005B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/879/attachments/1213
145,146,fcom_bareko__yanebot_AMS_2015.pdf,463,,application/pdf,155810,,,,,{CB8E94F4-3E8F-48D9-A849-D6E516B995C9},,10-02-670,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2667/attachments/463
146,147,VC_09 03 356_2015.pdf,415,,application/pdf,8165642,,,,,{4F31FFD1-03FD-41E2-835A-F27F083E00FA},,0903356,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/865/attachments/415
147,148,UFA09004a_RCOM.pdf,4632,,application/pdf,1221632,,,,,{A016EB2B-D15A-4E9E-882A-26F743F0A94F},1032,09-004A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/819/attachments/4632
148,149,UFA10052_APU_CLA_2002.pdf,6073,,application/pdf,362378,,,,,{AB22ACFC-4D33-4975-9A66-5C699E6E6529},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6073
149,150,PA UFA 10 043 ET 10 055.pdf,7296,,application/pdf,39074461,,,,,{D03E4551-4C19-410B-ABC5-E0FE4C45F34C},1071,10-055,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/898/attachments/7296
150,151,Fcom_ABAKO_AMS_23092015.pdf,421,,application/pdf,716452,,,,,{E75F9A1C-130B-49DF-80D1-A23BAB751D02},,578,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1770/attachments/421
151,152,UFA10054_COPROV.pdf,4945,,application/pdf,1665086,,,,,{86A1A006-455D-4A7B-900D-B3329EA67650},1012,10-054,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/817/attachments/4945
152,153,UFA10059_APROPA.pdf,5246,,application/pdf,393073,,,,,{D4BF043B-DB86-46A0-8817-4A945A4F8C47},1046,10-059,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/820/attachments/5246
153,154,FC_Nanga_Eboko_PA.pdf,5086,,application/pdf,47149514,,,,,{1AE1ACC1-5C7E-4048-B2A8-0FAF089AE2C1},1482,NANGA EBOKO,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/769/attachments/5086
154,155,RENAISSANCE D ETSIK CP 2012.pdf,857,,application/pdf,524786,,,,,{2F2769CA-B26C-452A-86B6-3CCFDC1DEBCD},,10-02-496,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1620/attachments/857
155,156,FCOM GIC WOUSSE TA PA BOBE AMS 2015.pdf,850,,application/pdf,963128,,,,,{4650F16E-AF70-4E60-A549-9DC2BA967818},,10-04-636,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1732/attachments/850
156,157,fcom_scoops_AMS_2016.pdf,489,,application/pdf,2127505,,,,,{48411830-D6A2-49D4-9ABF-E5E669C6586D},,10-04-687,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2681/attachments/489
157,158,UFA10004_DECLA_2005.pdf,4833,,application/pdf,6813934,,,,,{2BA2F6A3-DF4E-4EF9-B33F-70AEF9C777E9},1025,10-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/881/attachments/4833
158,159,UFA10057_ACPSON_2005.pdf,5179,,application/pdf,66125,,,,,{7E39FD8E-A608-41F3-B585-7FFF0053D468},1067,10-057,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/775/attachments/5179
159,160,UFA10063_PA_2003.pdf,5156,,application/pdf,2794657,,,,,{E2979F7A-F8F1-4BD9-BFCE-7A68024BA626},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5156
160,161,UFA10047_AMS_2003.pdf,5124,,application/pdf,198117,,,,,{E846449C-3418-484F-880B-B09F4A63C5F8},1057,10-047A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1754/attachments/5124
161,162,AMS_ascobad 2011.pdf,912,,application/pdf,1350278,,,,,{CF6900F1-E83A-4BC6-B071-A09BAB2601A4},,10-02-510,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3461/attachments/912
162,163,UFA10052_ACPSON_2002.pdf,6054,,application/pdf,56165,,,,,{5A7B4E94-19D0-4C02-A09B-2C3632FFD9E3},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6054
163,164,FC_Nkondjock_APU_CLA.pdf,5061,,application/pdf,15939640,,,,,{65B8CE3F-DC9A-4FC2-B601-396EDB97703C},,NKONDJOCK,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/825/attachments/5061
164,165,UFA10044_APU_CLA_2002.pdf,5069,,application/pdf,237341,,,,,{73724092-1E3D-4B97-A998-DA0AAF8E69FE},1056,10-044,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/801/attachments/5069
165,166,UFA10056_APROPA_2010.pdf,6089,,application/pdf,462183,,,,,{99A33FBD-43B5-4E16-876E-FF4A38FE03FB},1066,10-056,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/914/attachments/6089
166,167,UFA08001_APU_CLA_2014.pdf,5983,,application/pdf,363248,,,,,{990CA841-F85E-4A33-A402-B82238855669},1026,08-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/901/attachments/5983
167,168,PA FC BETARE -OYA.pdf,7301,,application/pdf,178207875,,,,,{CA95CF55-D295-4842-8084-C4E32F632357},,BETARE-OYA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/804/attachments/7301
168,169,PA UFA 10 040 2016.pdf,6865,,application/pdf,49777416,,,,,{C9CF45A5-0FB2-4353-8494-94CA7F3DCE4A},1074,10-040,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/933/attachments/6865
169,170,UFA10002_RIE_2009.pdf,4962,,application/pdf,1079726,,,,,{40A29A03-6EED-4490-A660-96CA437AD774},1025,10-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/887/attachments/4962
170,171,UFA10023_PA_2002.pdf,5015,,application/pdf,13245279,,,,,{A8988C50-6C6F-4719-86B1-025E57DC6810},1007,10-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/873/attachments/5015
171,172,UFA09027_CEQTB.pdf,5975,,application/pdf,404100,,,,,{C0A3AD24-5AFD-4FC4-970A-4F1E72C871FD},1081,09-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/864/attachments/5975
172,173,UFA11003_11004_COPROV_2006.pdf,5339,,application/pdf,458074,,,,,{34699931-EEEC-432A-A196-A84CCA830A72},1089,11-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/928/attachments/5339
173,174,UFA10009_AMS_2001.pdf,4849,,application/pdf,254974,,,,,{6C2DE134-CFB9-4913-8CCE-D39052D539B7},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/4849
174,175,UFA080048_RIE_2007.pdf,7294,,application/pdf,3210245,,,,,{DFFB4EA2-D181-424F-B981-F2F30DFE76B8},1017,08-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/908/attachments/7294
175,176,UFA09025_PA_2004.pdf,4889,,application/pdf,10482125,,,,,{2CC8F58C-BDFD-41DC-8E31-50C61EFF8F45},1011,09-025,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/849/attachments/4889
176,177,PA FC de Lomié  2015.pdf,807,,application/pdf,51451473,,,,,{39F7F1B4-AE93-48D5-B22C-43857C08AFF7},1492,LOMIE,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/918/attachments/807
177,178,Fcom_NDJAMBE AHANGAYA_AMS_02072015.pdf,404,,application/pdf,800124,,,,,{BFE11B76-69A9-4339-AAF5-84C41E68BF38},,09-01-594,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2632/attachments/404
178,179,UFA10048_NTRANS.pdf,5160,,application/pdf,350481,,,,,{440EDCDD-1405-4E1A-A5B6-BF18FA1B08EA},1084,10-048,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/844/attachments/5160
179,180,VC_09 01 361_2016.pdf,439,,application/pdf,7420570,,,,,{BF8F96B1-2E83-440A-AAB0-73DF3353A72D},,0901361,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/887/attachments/439
180,181,UFA10005_APROPA_2012.pdf,5309,,application/pdf,499255,,,,,{7F7A7443-70E0-4E5B-825B-F7F2CE90D23F},1051,10-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/795/attachments/5309
181,182,fcom_bareko__yanebot_CP_2015.pdf,464,,application/pdf,239254,,,,,{EDB92E6D-8CE8-45DA-BDD5-F3E25841215C},,10-02-670,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2667/attachments/464
182,183,UFA10003_ESE_2002.pdf,4976,,application/pdf,678314,,,,,{DF272EBF-482A-4397-A6C3-CC3DEBDE8C93},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4976
183,184,UFA10027_DECLA_2014.pdf,5056,,application/pdf,543680,,,,,{EA0FF484-31BC-48A6-A800-B0E6037F9AFF},1097,10-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/835/attachments/5056
184,185,UFA10053_APU_CLA.pdf,6082,,application/pdf,450481,,,,,{A561E00F-CAE1-4A90-B2E0-AAEF8435D3F7},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6082
185,186,UFA08007_PA_2009.pdf,5928,,application/pdf,2717317,,,,,{CD449504-DD46-40EA-97E7-AEC5D1AE04D9},1049,08-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/811/attachments/5928
186,187,Fcom_KABIYEN_AMS_2882015.pdf,405,,application/pdf,1061350,,,,,{1DEA9342-9288-4DE8-AAEF-02990A8A2D3D},,09-02-591,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2639/attachments/405
187,188,Codeta AMS 2012.pdf,872,,application/pdf,1011558,,,,,{4A94EA32-46CE-42BD-8E0C-9FCBE1EBAD6E},,10-02-523,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1589/attachments/872
188,189,UFA10065_PA_2012.pdf,5115,,application/pdf,3836482,,,,,{57EAA44B-8A40-44A7-AA9A-60F6AF2BDC88},1090,10-065,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/796/attachments/5115
189,190,Gic Rufafs_AMS_2014.pdf,882,,application/pdf,1123696,,,,,{2A2839FF-9D60-477B-A9C3-BE9B4771E5A9},,11-05-560,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1349/attachments/882
190,191,160826_SC_MEVS_DC_FC_Yabassi.pdf,4476,,application/pdf,11418615,,,,,{44D2F74C-D0F9-406B-A184-4986BF961137},,YABASSI,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1760/attachments/4476
191,192,UFA10033_CC.pdf,5157,,application/pdf,721370,,,,,{C5464F54-3F0F-4505-9E8A-37C87C1250BC},1100,10-033,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/821/attachments/5157
192,193,UFA10061_RIA_2003.pdf,4992,,application/pdf,1197609,,,,,{FC65E2FC-65C5-41F4-A48C-CCFB717BB159},1021,10-061,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/883/attachments/4992
193,194,UFA09003_APROPA_2008.pdf,5915,,application/pdf,387108,,,,,{D9220F7B-F23E-429C-A8C1-7EB218ACED9C},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/5915
194,195,UFA10018_APU_CLA_2000.pdf,4798,,application/pdf,138997,,,,,{DC5D0F70-BDAE-4AC8-8481-AB278D84C937},1003,10-018,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/805/attachments/4798
195,196,Fcom_ASOUMONDELE (FC DJOKO)_AMS_13112015.pdf,817,,application/pdf,456050,,,,,{4A7AEAB4-74B1-4166-B17F-321E63A69C37},,10-02-669,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3034/attachments/817
196,197,UFA09028_PA.pdf,5374,,application/pdf,8530998,,,,,{46FDB81D-D208-49A7-BB3D-8F54D146A3C3},1082,09-028,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/772/attachments/5374
197,198,P.A.2008.pdf,6861,,application/pdf,8992890,,,,,{357C3DC2-D6F2-4564-89A3-6EEB6B6A74D4},1054,10-030,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/785/attachments/6861
198,199,UFA09026_DECLA_2011.pdf,5453,,application/pdf,1788770,,,,,{9B3C7A41-E73A-4240-B462-5A3E2056525F},1081,09-026,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/861/attachments/5453
199,200,UFA10061_PA_2004.pdf,4854,,application/pdf,4306538,,,,,{85191432-80D9-4014-B152-7FFB021ED305},1021,10-061,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/883/attachments/4854
200,201,UFA10053_Annexes_PA_2008.pdf,6078,,application/pdf,2011086,,,,,{C44EC279-76DD-4D71-8E75-C7A7CAC2C421},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6078
201,202,UFA09003_09004a_09005a_09005b_APROPA.pdf,5938,,application/pdf,68169,,,,,{57AFB68E-375D-409F-9FE7-862C94E714FD},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/5938
202,203,GIC LA PETIT FORESTIERE CP_2017.pdf,1240,,application/pdf,611518,,,,,{20A17DBC-34F6-453A-86E5-6379CA3CF25C},,704,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/4269/attachments/1240
203,204,UFA_09027_APROPA_2010.pdf,5877,,application/pdf,606222,,,,,{2EFD7503-7B46-4566-BFBD-6F7E7497C26E},1081,09-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/864/attachments/5877
204,205,FC DIBENG AMS 2011.pdf,865,,application/pdf,1062921,,,,,{A2661536-9850-4341-A337-ADC24B1BA247},,07-02-497,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1578/attachments/865
205,206,UFA08006_attribution.pdf,4558,,application/pdf,37969,,,,,{1EBCB430-3863-45D1-89AB-1FCC7B947A5B},1002,08-006,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/822/attachments/4558
206,207,UFA09003_NRECIM.pdf,5974,,application/pdf,454698,,,,,{3ECC1776-8DD3-4903-89A7-3225231D8FD4},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/5974
207,208,FA10012_PGQ_2005.pdf,4845,,application/pdf,1738519,,,,,{9418579E-B138-419F-A042-056D9F089296},1016,10-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/799/attachments/4845
208,209,VC_09 01 346_2015.pdf,445,,application/pdf,8584018,,,,,{9FA6A1C4-C337-4722-A680-B9C1E13FCEA2},,0901346,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/947/attachments/445
209,210,UFA09015_PA_2010.pdf,5389,,application/pdf,9887579,,,,,{A467D811-DDF0-4564-A438-FC55456CB03F},1035,09-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/773/attachments/5389
210,211,PA UFA 11 002 Final 2015.pdf,6879,,application/pdf,5818233,,,,,{B0A78BE5-B57C-447D-AEE5-2F1F5EA0D359},1068,11-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/834/attachments/6879
211,212,09-012AVExploitation_2001.pdf,7292,,application/pdf,403576,,,,,{389D487C-D6E0-4D4E-B618-E8B2B2AA7927},1062,09-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/905/attachments/7292
212,213,UFA1005 Certificat d'enregistrement de SFID.pdf,5278,,application/pdf,468843,,,,,{F9AACED4-AE96-4E20-B7D5-66098626E03B},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/5278
213,214,Fcom_APHODYM DE MAMPANG_CP_12012016.pdf,413,,application/pdf,1728051,,,,,{2C25A8A2-DCB9-4E94-93B3-92EDA2C00D96},,10-02-592,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2654/attachments/413
214,215,VC_09 01 343_2016.pdf,425,,application/pdf,6687528,,,,,{28B5229D-F27E-4330-BD69-8C09E7812CCD},,0901343,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/897/attachments/425
215,216,UFA 09-029_APU_CLA.pdf,5316,,application/pdf,1566061,,,,,{915B627A-DB15-4611-A0DC-3CDF0DD75D38},1128,09-029A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/878/attachments/5316
